date,school,reservation_theorique,presence_reel_eleve
2025-11-28,JULES VERNE,73,72
2025-11-28,JULIE DAUBIE,179,167
2025-11-28,KIPLING,75,72
2025-11-28,LAFONTAINE,71,65
2025-11-28,LAMARTINE,82,77
2025-11-28,LEO MALET,216,206
2025-11-28,LEOPOLD SEDAR SENGHOR,116,119
2025-11-28,LOUIS ARMSTRONG,150,145
2025-11-28,LOUISVILLE,90,91
2025-11-28,LUDWIG VAN BEETHOVEN,352,329
2025-11-28,LUTHERKING,44,42
2025-11-28,MADAME DE SEVIGNE,126,130
2025-11-28,MARC BLOCH,136,132
2025-11-28,MARGUERITTE YOURCENAR,188,157
2025-11-28,MARIE CURIE,189,185
2025-11-28,MARIE PAPE CARPENTIER,149,140
2025-11-28,MICHEL DE L HOSPITAL,282,256
2025-11-28,MICHELET,68,59
2025-11-28,MORISOT MOZART,271,254
2025-11-28,NERUDA,36,33
2025-11-28,OLYMPE DE GOUGES,225,206
2025-11-28,PAGNOL,106,97
2025-11-28,PASTEUR,42,40
2025-11-28,PAUL BERT VICTOR HUGO,151,138
2025-11-28,PAUL LANGEVIN,130,123
2025-11-28,PAUL PAINLEVE,127,120
2025-11-28,PERICLES,95,88
2025-11-28,PICASSO,19,18
2025-11-28,PREVERT,28,26
2025-11-28,PROKOFIEV,55,53
2025-11-28,RENAUD,52,46
2025-11-28,RONSARD,111,88
2025-11-28,ROUX,46,43
2025-11-28,SAMUEL PATY,85,80
2025-11-28,SARAH BERNHARDT,57,52
2025-11-28,SIGMUND FREUD,141,142
2025-11-28,SIGNORET,120,115
2025-11-28,SIMON BOLIVAR,115,120
2025-11-28,SOULAGES,108,109
2025-11-28,SPINOZA,194,190
2025-11-28,SUN YAT SEN,193,189
2025-11-28,SURCOUF,101,97
2025-11-28,TERESA,64,58
2025-11-28,VAN GOGH,42,34
2025-11-28,VICTOR SCHOELCHER,254,233
2025-11-28,VOLTAIRE,216,202
2025-11-28,WINSTON CHURCHILL,275,273
2025-11-28,WOOLF,20,19
2025-12-01,AKIRA KUROSAWA,92,91
2025-12-01,ALAIN SAVARY,138,121
2025-12-01,ALBRECHT,74,70
2025-12-01,ANDRE BOULLOCHE,32,32
2025-12-01,ANDRE MALRAUX,238,233
2025-12-01,ANTOINE BALARD,68,70
2025-12-01,AQUITAINE,80,78
2025-12-01,ARISTOTE,69,66
2025-12-01,AUBIGNE,119,119
2025-12-01,AUBRAC,54,52
2025-12-01,AUGUSTE COMTE,51,51
2025-12-01,AVERROES,49,41
2025-12-01,BENOITE GROULT,220,206
2025-12-01,BERGMAN,54,47
2025-12-01,BLAISE PASCAL,94,95
2025-12-01,BON,80,71
2025-12-01,BOUCHER,89,74
2025-12-01,BRES,74,74
2025-12-01,CALANDRETA DAU CHIVALET,83,82
2025-12-01,CALANDRETA DAU CLAPAS,162,149
2025-12-01,CALLAS,105,94
2025-12-01,CAMOENS,49,47
2025-12-01,CANDOLA,82,78
2025-12-01,CERVANTES,47,40
2025-12-01,CHAPLIN,129,114
2025-12-01,CHAPTAL,88,86
2025-12-01,CHARLES BAUDELAIRE,171,172
2025-12-01,CHARLES DICKENS ANNE FRANK,303,289
2025-12-01,CHENGDU,149,142
2025-12-01,COCTEAU,85,80
2025-12-01,CONDORCET,161,158
2025-12-01,COPERNIC,38,34
2025-12-01,DAUDET,119,101
2025-12-01,DAVILER KERGOMARD,273,217
2025-12-01,DEROIN,112,93
2025-12-01,DIDEROT,139,132
2025-12-01,DOCTEUR CALMETTE,160,161
2025-12-01,DURUY,42,38
2025-12-01,ELUARD,76,70
2025-12-01,EMILE COMBES,58,56
2025-12-01,EUGENE POTTIER JEAN SIBELIUS,255,247
2025-12-01,F D ROOSEVELT,83,80
2025-12-01,FIGUIER,87,86
2025-12-01,FLORIAN,81,83
2025-12-01,FRANCOIS MITTERRAND,191,187
2025-12-01,FREDERIC BAZILLE,19,20
2025-12-01,GALILEE,70,65
2025-12-01,GAMA,72,67
2025-12-01,GAMBETTA,83,79
2025-12-01,GANDHI,20,18
2025-12-01,GARIBALDI,136,131
2025-12-01,GARNIER,66,66
2025-12-01,GEORGES SIMENON,155,150
2025-12-01,GERMAINE RICHIER,271,248
2025-12-01,GOETHE,59,57
2025-12-01,HEIDELBERG,107,108
2025-12-01,HYPATIE,52,51
2025-12-01,ISAAC SCHOLL,110,103
2025-12-01,JACQUES BREL,188,177
2025-12-01,JEAN JAURES,177,165
2025-12-01,JEAN MACE,128,119
2025-12-01,JEAN MERMOZ,140,138
2025-12-01,JEAN MOULIN,120,112
2025-12-01,JEAN ZAY,93,89
2025-12-01,JEANNE D ARC,101,102
2025-12-01,JEANNE MOREAU,168,166
2025-12-01,JOAN MIRO,235,209
2025-12-01,JOSEPH DELTEIL,118,114
2025-12-01,JOYCE,44,41
2025-12-01,JULES FERRY,140,135
2025-12-01,JULES SIMON,162,164
2025-12-01,JULES VERNE,100,96
2025-12-01,JULIE DAUBIE,166,158
2025-12-01,KIPLING,70,66
2025-12-01,LAFONTAINE,77,73
2025-12-01,LAMARTINE,84,81
2025-12-01,LEO MALET,199,195
2025-12-01,LEOPOLD SEDAR SENGHOR,100,101
2025-12-01,LOUIS ARMSTRONG,124,123
2025-12-01,LOUISVILLE,80,79
2025-12-01,LUDWIG VAN BEETHOVEN,341,315
2025-12-01,LUTHERKING,42,37
2025-12-01,MADAME DE SEVIGNE,122,121
2025-12-01,MARC BLOCH,111,111
2025-12-01,MARGUERITTE YOURCENAR,171,170
2025-12-01,MARIE CURIE,188,185
2025-12-01,MARIE PAPE CARPENTIER,143,138
2025-12-01,MICHEL DE L HOSPITAL,275,265
2025-12-01,MICHELET,58,48
2025-12-01,MORISOT MOZART,278,264
2025-12-01,NERUDA,29,27
2025-12-01,OLYMPE DE GOUGES,225,218
2025-12-01,PAGNOL,104,89
2025-12-01,PASTEUR,41,38
2025-12-01,PAUL BERT VICTOR HUGO,147,144
2025-12-01,PAUL LANGEVIN,125,109
2025-12-01,PAUL PAINLEVE,130,126
2025-12-01,PERICLES,92,89
2025-12-01,PICASSO,15,14
2025-12-01,PREVERT,22,22
2025-12-01,PROKOFIEV,53,45
2025-12-01,RENAUD,50,24
2025-12-01,RONSARD,109,107
2025-12-01,ROUX,45,40
2025-12-01,SAMUEL PATY,76,77
2025-12-01,SARAH BERNHARDT,60,54
2025-12-01,SIGMUND FREUD,130,139
2025-12-01,SIGNORET,118,107
2025-12-01,SIMON BOLIVAR,81,78
2025-12-01,SOULAGES,111,109
2025-12-01,SPINOZA,172,169
2025-12-01,SUN YAT SEN,171,176
2025-12-01,SURCOUF,94,95
2025-12-01,TERESA,63,58
2025-12-01,VAN GOGH,36,32
2025-12-01,VICTOR SCHOELCHER,238,221
2025-12-01,VOLTAIRE,188,185
2025-12-01,WINSTON CHURCHILL,264,262
2025-12-01,WOOLF,21,20
2025-12-02,AKIRA KUROSAWA,102,101
2025-12-02,ALAIN SAVARY,138,123
2025-12-02,ALBRECHT,80,72
2025-12-02,ANDRE BOULLOCHE,54,44
2025-12-02,ANDRE MALRAUX,241,211
2025-12-02,ANTOINE BALARD,86,85
2025-12-02,AQUITAINE,87,77
2025-12-02,ARISTOTE,68,58
2025-12-02,AUBIGNE,1,0
2025-12-02,AUBRAC,54,9
2025-12-02,AUGUSTE COMTE,0,0
2025-12-02,AVERROES,49,40
2025-12-02,BENOITE GROULT,231,202
2025-12-02,BERGMAN,55,37
2025-12-02,BLAISE PASCAL,99,96
2025-12-02,BON,94,55
2025-12-02,BOUCHER,98,45
2025-12-02,BRES,86,82
2025-12-02,CALANDRETA DAU CHIVALET,83,81
2025-12-02,CALANDRETA DAU CLAPAS,158,144
2025-12-02,CALLAS,110,96
2025-12-02,CAMOENS,52,42
2025-12-02,CANDOLA,81,77
2025-12-02,CERVANTES,55,47
2025-12-02,CHAPLIN,133,114
2025-12-02,CHAPTAL,86,82
2025-12-02,CHARLES BAUDELAIRE,177,176
2025-12-02,CHARLES DICKENS ANNE FRANK,294,266
2025-12-02,CHENGDU,154,148
2025-12-02,COCTEAU,0,0
2025-12-02,CONDORCET,164,139
2025-12-02,COPERNIC,40,35
2025-12-02,DAUDET,102,73
2025-12-02,DAVILER KERGOMARD,265,255
2025-12-02,DEROIN,117,96
2025-12-02,DIDEROT,164,66
2025-12-02,DOCTEUR CALMETTE,166,164
2025-12-02,DURUY,42,31
2025-12-02,ELUARD,79,46
2025-12-02,EMILE COMBES,61,49
2025-12-02,EUGENE POTTIER JEAN SIBELIUS,263,253
2025-12-02,F D ROOSEVELT,106,99
2025-12-02,FIGUIER,88,0
2025-12-02,FLORIAN,82,80
2025-12-02,FRANCOIS MITTERRAND,192,188
2025-12-02,FREDERIC BAZILLE,20,9
2025-12-02,GALILEE,89,81
2025-12-02,GAMA,71,68
2025-12-02,GAMBETTA,84,75
2025-12-02,GANDHI,21,22
2025-12-02,GARIBALDI,141,142
2025-12-02,GARNIER,69,64
2025-12-02,GEORGES SIMENON,166,142
2025-12-02,GERMAINE RICHIER,278,258
2025-12-02,GOETHE,61,61
2025-12-02,HEIDELBERG,124,102
2025-12-02,HYPATIE,62,54
2025-12-02,ISAAC SCHOLL,111,106
2025-12-02,JACQUES BREL,203,73
2025-12-02,JEAN JAURES,1,0
2025-12-02,JEAN MACE,132,65
2025-12-02,JEAN MERMOZ,138,133
2025-12-02,JEAN MOULIN,119,115
2025-12-02,JEAN ZAY,96,95
2025-12-02,JEANNE D ARC,107,110
2025-12-02,JEANNE MOREAU,177,137
2025-12-02,JOAN MIRO,234,171
2025-12-02,JOSEPH DELTEIL,138,119
2025-12-02,JOYCE,51,47
2025-12-02,JULES FERRY,148,142
2025-12-02,JULES SIMON,160,160
2025-12-02,JULES VERNE,108,103
2025-12-02,JULIE DAUBIE,174,140
2025-12-02,KIPLING,74,69
2025-12-02,LAFONTAINE,77,72
2025-12-02,LAMARTINE,82,76
2025-12-02,LEO MALET,220,215
2025-12-02,LEOPOLD SEDAR SENGHOR,130,130
2025-12-02,LOUIS ARMSTRONG,162,143
2025-12-02,LOUISVILLE,91,92
2025-12-02,LUDWIG VAN BEETHOVEN,350,306
2025-12-02,LUTHERKING,46,2
2025-12-02,MADAME DE SEVIGNE,124,121
2025-12-02,MARC BLOCH,132,107
2025-12-02,MARGUERITTE YOURCENAR,183,171
2025-12-02,MARIE CURIE,198,196
2025-12-02,MARIE PAPE CARPENTIER,152,116
2025-12-02,MICHEL DE L HOSPITAL,280,258
2025-12-02,MICHELET,62,34
2025-12-02,MORISOT MOZART,274,258
2025-12-02,NERUDA,36,32
2025-12-02,OLYMPE DE GOUGES,228,208
2025-12-02,PAGNOL,3,3
2025-12-02,PASTEUR,43,37
2025-12-02,PAUL BERT VICTOR HUGO,150,113
2025-12-02,PAUL LANGEVIN,130,124
2025-12-02,PAUL PAINLEVE,127,107
2025-12-02,PERICLES,93,0
2025-12-02,PICASSO,23,23
2025-12-02,PREVERT,1,0
2025-12-02,PROKOFIEV,55,48
2025-12-02,RENAUD,53,48
2025-12-02,RONSARD,124,123
2025-12-02,ROUX,42,38
2025-12-02,SAMUEL PATY,79,47
2025-12-02,SARAH BERNHARDT,61,57
2025-12-02,SIGMUND FREUD,136,146
2025-12-02,SIGNORET,118,97
2025-12-02,SIMON BOLIVAR,114,111
2025-12-02,SOULAGES,110,107
2025-12-02,SPINOZA,185,175
2025-12-02,SUN YAT SEN,194,190
2025-12-02,SURCOUF,92,86
2025-12-02,TERESA,63,57
2025-12-02,VAN GOGH,40,29
2025-12-02,VICTOR SCHOELCHER,251,231
2025-12-02,VOLTAIRE,204,190
2025-12-02,WINSTON CHURCHILL,263,258
2025-12-02,WOOLF,25,24
2025-12-04,AKIRA KUROSAWA,86,91
2025-12-04,ALAIN SAVARY,146,139
2025-12-04,ALBRECHT,75,68
2025-12-04,ANDRE BOULLOCHE,38,37
2025-12-04,ANDRE MALRAUX,238,232
2025-12-04,ANTOINE BALARD,68,67
2025-12-04,AQUITAINE,84,75
2025-12-04,ARISTOTE,68,65
2025-12-04,AUBIGNE,124,122
2025-12-04,AUBRAC,52,51
2025-12-04,AUGUSTE COMTE,51,52
2025-12-04,AVERROES,46,42
2025-12-04,BENOITE GROULT,232,213
2025-12-04,BERGMAN,53,47
2025-12-04,BLAISE PASCAL,92,93
2025-12-04,BON,78,74
2025-12-04,BOUCHER,90,81
2025-12-04,BRES,76,78
2025-12-04,CALANDRETA DAU CHIVALET,82,78
2025-12-04,CALANDRETA DAU CLAPAS,157,149
2025-12-04,CALLAS,104,74
2025-12-04,CAMOENS,50,40
2025-12-04,CANDOLA,74,62
2025-12-04,CERVANTES,51,48
2025-12-04,CHAPLIN,132,123
2025-12-04,CHAPTAL,86,86
2025-12-04,CHARLES BAUDELAIRE,168,174
2025-12-04,CHARLES DICKENS ANNE FRANK,308,281
2025-12-04,CHENGDU,151,143
2025-12-04,COCTEAU,86,74
2025-12-04,CONDORCET,168,162
2025-12-04,COPERNIC,38,36
2025-12-04,DAUDET,123,118
2025-12-04,DAVILER KERGOMARD,261,240
2025-12-04,DEROIN,111,99
2025-12-04,DIDEROT,143,134
2025-12-04,DOCTEUR CALMETTE,163,168
2025-12-04,DURUY,45,40
2025-12-04,ELUARD,78,72
2025-12-04,EMILE COMBES,64,63
2025-12-04,EUGENE POTTIER JEAN SIBELIUS,260,247
2025-12-04,F D ROOSEVELT,86,86
2025-12-04,FIGUIER,88,84
2025-12-04,FLORIAN,85,85
2025-12-04,FRANCOIS MITTERRAND,192,180
2025-12-04,FREDERIC BAZILLE,19,16
2025-12-04,GALILEE,72,69
2025-12-04,GAMA,75,70
2025-12-04,GAMBETTA,82,84
2025-12-04,GANDHI,16,18
2025-12-04,GARIBALDI,149,148
2025-12-04,GARNIER,71,65
2025-12-04,GEORGES SIMENON,155,158
2025-12-04,GERMAINE RICHIER,271,260
2025-12-04,GOETHE,58,55
2025-12-04,HEIDELBERG,109,113
2025-12-04,HYPATIE,45,41
2025-12-04,ISAAC SCHOLL,112,106
2025-12-04,JACQUES BREL,195,185
2025-12-04,JEAN JAURES,175,166
2025-12-04,JEAN MACE,129,125
2025-12-04,JEAN MERMOZ,141,138
2025-12-04,JEAN MOULIN,116,108
2025-12-04,JEAN ZAY,92,92
2025-12-04,JEANNE D ARC,78,74
2025-12-04,JEANNE MOREAU,171,171
2025-12-04,JOAN MIRO,232,179
2025-12-04,JOSEPH DELTEIL,119,108
2025-12-04,JOYCE,41,30
2025-12-04,JULES FERRY,147,144
2025-12-04,JULES SIMON,163,162
2025-12-04,JULES VERNE,97,94
2025-12-04,JULIE DAUBIE,164,155
2025-12-04,KIPLING,70,65
2025-12-04,LAFONTAINE,76,70
2025-12-04,LAMARTINE,80,77
2025-12-04,LEO MALET,203,200
2025-12-04,LEOPOLD SEDAR SENGHOR,103,105
2025-12-04,LOUIS ARMSTRONG,135,128
2025-12-04,LOUISVILLE,87,86
2025-12-04,LUDWIG VAN BEETHOVEN,338,330
2025-12-04,LUTHERKING,41,37
2025-12-04,MADAME DE SEVIGNE,125,123
2025-12-04,MARC BLOCH,118,111
2025-12-04,MARGUERITTE YOURCENAR,169,162
2025-12-04,MARIE CURIE,194,188
2025-12-04,MARIE PAPE CARPENTIER,145,144
2025-12-04,MICHEL DE L HOSPITAL,273,250
2025-12-04,MICHELET,62,56
2025-12-04,MORISOT MOZART,271,257
2025-12-04,NERUDA,27,23
2025-12-04,OLYMPE DE GOUGES,226,205
2025-12-04,PAGNOL,100,92
2025-12-04,PASTEUR,40,36
2025-12-04,PAUL BERT VICTOR HUGO,151,147
2025-12-04,PAUL LANGEVIN,126,121
2025-12-04,PAUL PAINLEVE,124,119
2025-12-04,PERICLES,92,86
2025-12-04,PICASSO,17,16
2025-12-04,PREVERT,22,19
2025-12-04,PROKOFIEV,52,48
2025-12-04,RENAUD,47,42
2025-12-04,RONSARD,100,98
2025-12-04,ROUX,44,37
2025-12-04,SAMUEL PATY,76,74
2025-12-04,SARAH BERNHARDT,57,54
2025-12-04,SIGMUND FREUD,132,121
2025-12-04,SIGNORET,116,107
2025-12-04,SIMON BOLIVAR,91,100
2025-12-04,SOULAGES,109,97
2025-12-04,SPINOZA,171,166
2025-12-04,SUN YAT SEN,186,183
2025-12-04,SURCOUF,87,83
2025-12-04,TERESA,62,60
2025-12-04,VAN GOGH,36,34
2025-12-04,VICTOR SCHOELCHER,241,227
2025-12-04,VOLTAIRE,194,195
2025-12-04,WINSTON CHURCHILL,266,272
2025-12-04,WOOLF,23,20
2025-12-05,AKIRA KUROSAWA,104,88
2025-12-05,ALAIN SAVARY,142,137
2025-12-05,ALBRECHT,79,67
2025-12-05,ANDRE BOULLOCHE,50,46
2025-12-05,ANDRE MALRAUX,238,228
2025-12-05,ANTOINE BALARD,84,83
2025-12-05,AQUITAINE,83,80
2025-12-05,ARISTOTE,66,58
2025-12-05,AUBIGNE,127,124
2025-12-05,AUBRAC,55,48
2025-12-05,AUGUSTE COMTE,51,48
2025-12-05,AVERROES,61,50
2025-12-05,BENOITE GROULT,238,221
2025-12-05,BERGMAN,52,52
2025-12-05,BLAISE PASCAL,93,95
2025-12-05,BON,91,79
2025-12-05,BOUCHER,90,86
2025-12-05,BRES,81,53
2025-12-05,CALANDRETA DAU CHIVALET,82,78
2025-12-05,CALANDRETA DAU CLAPAS,158,152
2025-12-05,CALLAS,109,72
2025-12-05,CAMOENS,56,48
2025-12-05,CANDOLA,69,58
2025-12-05,CERVANTES,56,50
2025-12-05,CHAPLIN,131,124
2025-12-05,CHAPTAL,86,82
2025-12-05,CHARLES BAUDELAIRE,179,179
2025-12-05,CHARLES DICKENS ANNE FRANK,322,285
2025-12-05,CHENGDU,150,147
2025-12-05,COCTEAU,94,92
2025-12-05,CONDORCET,151,141
2025-12-05,COPERNIC,35,34
2025-12-05,DAUDET,119,119
2025-12-05,DAVILER KERGOMARD,271,241
2025-12-05,DEROIN,120,86
2025-12-05,DIDEROT,163,149
2025-12-05,DOCTEUR CALMETTE,163,167
2025-12-05,DURUY,45,37
2025-12-05,ELUARD,81,79
2025-12-05,EMILE COMBES,59,58
2025-12-05,EUGENE POTTIER JEAN SIBELIUS,258,244
2025-12-05,F D ROOSEVELT,100,91
2025-12-05,FIGUIER,84,82
2025-12-05,FLORIAN,82,79
2025-12-05,FRANCOIS MITTERRAND,191,180
2025-12-05,FREDERIC BAZILLE,20,17
2025-12-05,GALILEE,89,90
2025-12-05,GAMA,74,69
2025-12-05,GAMBETTA,83,84
2025-12-05,GANDHI,26,24
2025-12-05,GARIBALDI,145,142
2025-12-05,GARNIER,68,61
2025-12-05,GEORGES SIMENON,171,130
2025-12-05,GERMAINE RICHIER,292,278
2025-12-05,GOETHE,60,57
2025-12-05,HEIDELBERG,128,124
2025-12-05,HYPATIE,58,54
2025-12-05,ISAAC SCHOLL,112,107
2025-12-05,JACQUES BREL,196,174
2025-12-05,JEAN JAURES,188,173
2025-12-05,JEAN MACE,130,127
2025-12-05,JEAN MERMOZ,142,137
2025-12-05,JEAN MOULIN,117,112
2025-12-05,JEAN ZAY,91,85
2025-12-05,JEANNE D ARC,106,104
2025-12-05,JEANNE MOREAU,172,168
2025-12-05,JOAN MIRO,227,203
2025-12-05,JOSEPH DELTEIL,133,129
2025-12-05,JOYCE,47,29
2025-12-05,JULES FERRY,143,141
2025-12-05,JULES SIMON,164,161
2025-12-05,JULES VERNE,78,74
2025-12-05,JULIE DAUBIE,179,168
2025-12-05,KIPLING,74,71
2025-12-05,LAFONTAINE,71,67
2025-12-05,LAMARTINE,84,79
2025-12-05,LEO MALET,215,215
2025-12-05,LEOPOLD SEDAR SENGHOR,115,118
2025-12-05,LOUIS ARMSTRONG,152,143
2025-12-05,LOUISVILLE,91,89
2025-12-05,LUDWIG VAN BEETHOVEN,351,321
2025-12-05,LUTHERKING,46,41
2025-12-05,MADAME DE SEVIGNE,123,118
2025-12-05,MARC BLOCH,131,133
2025-12-05,MARGUERITTE YOURCENAR,181,150
2025-12-05,MARIE CURIE,188,168
2025-12-05,MARIE PAPE CARPENTIER,150,146
2025-12-05,MICHEL DE L HOSPITAL,280,256
2025-12-05,MICHELET,67,61
2025-12-05,MORISOT MOZART,270,249
2025-12-05,NERUDA,35,32
2025-12-05,OLYMPE DE GOUGES,222,204
2025-12-05,PAGNOL,104,92
2025-12-05,PASTEUR,41,37
2025-12-05,PAUL BERT VICTOR HUGO,151,150
2025-12-05,PAUL LANGEVIN,130,119
2025-12-05,PAUL PAINLEVE,127,118
2025-12-05,PERICLES,94,76
2025-12-05,PICASSO,18,18
2025-12-05,PREVERT,28,19
2025-12-05,PROKOFIEV,57,55
2025-12-05,RENAUD,51,49
2025-12-05,RONSARD,113,112
2025-12-05,ROUX,45,38
2025-12-05,SAMUEL PATY,88,74
2025-12-05,SARAH BERNHARDT,56,51
2025-12-05,SIGMUND FREUD,144,140
2025-12-05,SIGNORET,119,107
2025-12-05,SIMON BOLIVAR,118,120
2025-12-05,SOULAGES,111,102
2025-12-05,SPINOZA,195,188
2025-12-05,SUN YAT SEN,188,180
2025-12-05,SURCOUF,100,89
2025-12-05,TERESA,64,60
2025-12-05,VAN GOGH,42,37
2025-12-05,VICTOR SCHOELCHER,257,244
2025-12-05,VOLTAIRE,207,197
2025-12-05,WINSTON CHURCHILL,269,263
2025-12-05,WOOLF,20,20
2025-12-08,AKIRA KUROSAWA,91,93
2025-12-08,ALAIN SAVARY,140,136
2025-12-08,ALBRECHT,74,67
2025-12-08,ANDRE BOULLOCHE,36,32
2025-12-08,ANDRE MALRAUX,239,237
2025-12-08,ANTOINE BALARD,66,66
2025-12-08,AQUITAINE,84,79
2025-12-08,ARISTOTE,69,64
2025-12-08,AUBIGNE,124,118
2025-12-08,AUBRAC,55,48
2025-12-08,AUGUSTE COMTE,51,50
2025-12-08,AVERROES,48,46
2025-12-08,BENOITE GROULT,228,205
2025-12-08,BERGMAN,55,53
2025-12-08,BLAISE PASCAL,89,85
2025-12-08,BON,82,81
2025-12-08,BOUCHER,91,81
2025-12-08,BRES,75,73
2025-12-08,CALANDRETA DAU CHIVALET,84,74
2025-12-08,CALANDRETA DAU CLAPAS,162,149
2025-12-08,CALLAS,104,83
2025-12-08,CAMOENS,53,53
2025-12-08,CANDOLA,81,75
2025-12-08,CERVANTES,45,38
2025-12-08,CHAPLIN,130,120
2025-12-08,CHAPTAL,91,83
2025-12-08,CHARLES BAUDELAIRE,174,174
2025-12-08,CHARLES DICKENS ANNE FRANK,301,281
2025-12-08,CHENGDU,149,140
2025-12-08,COCTEAU,84,83
2025-12-08,CONDORCET,161,151
2025-12-08,COPERNIC,38,33
2025-12-08,DAUDET,118,112
2025-12-08,DAVILER KERGOMARD,275,245
2025-12-08,DEROIN,109,83
2025-12-08,DIDEROT,137,139
2025-12-08,DOCTEUR CALMETTE,165,175
2025-12-08,DURUY,42,37
2025-12-08,ELUARD,78,73
2025-12-08,EMILE COMBES,58,56
2025-12-08,EUGENE POTTIER JEAN SIBELIUS,253,241
2025-12-08,F D ROOSEVELT,83,83
2025-12-08,FIGUIER,90,88
2025-12-08,FLORIAN,85,82
2025-12-08,FRANCOIS MITTERRAND,192,171
2025-12-08,FREDERIC BAZILLE,19,16
2025-12-08,GALILEE,67,63
2025-12-08,GAMA,75,73
2025-12-08,GAMBETTA,82,74
2025-12-08,GANDHI,22,23
2025-12-08,GARIBALDI,136,127
2025-12-08,GARNIER,69,64
2025-12-08,GEORGES SIMENON,151,148
2025-12-08,GERMAINE RICHIER,270,256
2025-12-08,GOETHE,59,53
2025-12-08,HEIDELBERG,108,97
2025-12-08,HYPATIE,50,47
2025-12-08,ISAAC SCHOLL,110,105
2025-12-08,JACQUES BREL,185,177
2025-12-08,JEAN JAURES,176,165
2025-12-08,JEAN MACE,122,125
2025-12-08,JEAN MERMOZ,139,132
2025-12-08,JEAN MOULIN,122,117
2025-12-08,JEAN ZAY,92,92
2025-12-08,JEANNE D ARC,105,103
2025-12-08,JEANNE MOREAU,168,168
2025-12-08,JOAN MIRO,232,211
2025-12-08,JOSEPH DELTEIL,116,117
2025-12-08,JOYCE,44,41
2025-12-08,JULES FERRY,142,134
2025-12-08,JULES SIMON,164,161
2025-12-08,JULES VERNE,99,92
2025-12-08,JULIE DAUBIE,167,160
2025-12-08,KIPLING,71,69
2025-12-08,LAFONTAINE,77,70
2025-12-08,LAMARTINE,83,81
2025-12-08,LEO MALET,205,172
2025-12-08,LEOPOLD SEDAR SENGHOR,101,98
2025-12-08,LOUIS ARMSTRONG,127,125
2025-12-08,LOUISVILLE,78,83
2025-12-08,LUDWIG VAN BEETHOVEN,340,328
2025-12-08,LUTHERKING,42,41
2025-12-08,MADAME DE SEVIGNE,126,130
2025-12-08,MARC BLOCH,117,107
2025-12-08,MARGUERITTE YOURCENAR,169,163
2025-12-08,MARIE CURIE,189,174
2025-12-08,MARIE PAPE CARPENTIER,141,134
2025-12-08,MICHEL DE L HOSPITAL,278,263
2025-12-08,MICHELET,58,57
2025-12-08,MORISOT MOZART,273,255
2025-12-08,NERUDA,32,30
2025-12-08,OLYMPE DE GOUGES,225,214
2025-12-08,PAGNOL,106,85
2025-12-08,PASTEUR,42,38
2025-12-08,PAUL BERT VICTOR HUGO,146,148
2025-12-08,PAUL LANGEVIN,128,110
2025-12-08,PAUL PAINLEVE,127,119
2025-12-08,PERICLES,92,90
2025-12-08,PICASSO,14,14
2025-12-08,PREVERT,23,20
2025-12-08,PROKOFIEV,53,51
2025-12-08,RENAUD,51,48
2025-12-08,RONSARD,113,106
2025-12-08,ROUX,45,41
2025-12-08,SAMUEL PATY,82,76
2025-12-08,SARAH BERNHARDT,60,52
2025-12-08,SIGMUND FREUD,132,122
2025-12-08,SIGNORET,118,116
2025-12-08,SIMON BOLIVAR,84,80
2025-12-08,SOULAGES,109,97
2025-12-08,SPINOZA,170,161
2025-12-08,SUN YAT SEN,173,172
2025-12-08,SURCOUF,97,90
2025-12-08,TERESA,62,57
2025-12-08,VAN GOGH,36,34
2025-12-08,VICTOR SCHOELCHER,244,239
2025-12-08,VOLTAIRE,191,187
2025-12-08,WINSTON CHURCHILL,268,269
2025-12-08,WOOLF,21,18
2025-12-09,AKIRA KUROSAWA,102,101
2025-12-09,ALAIN SAVARY,132,132
2025-12-09,ALBRECHT,80,70
2025-12-09,ANDRE BOULLOCHE,57,56
2025-12-09,ANDRE MALRAUX,242,234
2025-12-09,ANTOINE BALARD,85,83
2025-12-09,AQUITAINE,91,86
2025-12-09,ARISTOTE,67,63
2025-12-09,AUBIGNE,125,118
2025-12-09,AUBRAC,54,50
2025-12-09,AUGUSTE COMTE,51,49
2025-12-09,AVERROES,50,49
2025-12-09,BENOITE GROULT,233,210
2025-12-09,BERGMAN,56,53
2025-12-09,BLAISE PASCAL,95,88
2025-12-09,BON,98,88
2025-12-09,BOUCHER,97,87
2025-12-09,BRES,86,86
2025-12-09,CALANDRETA DAU CHIVALET,82,55
2025-12-09,CALANDRETA DAU CLAPAS,159,149
2025-12-09,CALLAS,109,90
2025-12-09,CAMOENS,54,48
2025-12-09,CANDOLA,81,76
2025-12-09,CERVANTES,60,53
2025-12-09,CHAPLIN,135,127
2025-12-09,CHAPTAL,90,85
2025-12-09,CHARLES BAUDELAIRE,177,179
2025-12-09,CHARLES DICKENS ANNE FRANK,320,300
2025-12-09,CHENGDU,153,147
2025-12-09,COCTEAU,94,90
2025-12-09,CONDORCET,165,158
2025-12-09,COPERNIC,38,36
2025-12-09,DAUDET,121,119
2025-12-09,DAVILER KERGOMARD,265,237
2025-12-09,DEROIN,117,90
2025-12-09,DIDEROT,168,165
2025-12-09,DOCTEUR CALMETTE,166,164
2025-12-09,DURUY,43,38
2025-12-09,ELUARD,80,77
